trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT04728893	MK-1026-003	Phase 2	Recruiting	WA, VIC, NSW	25/01/2021		Nemtabrutinib	BTK_inhibitor	Nemtabrutinib	BTK_inhibitor	MK-1026-003; 2020-002324-36	A Phase 2 Study to Evaluate the Efficacy and Safety of MK-1026 in Participants With Hematologic Malignancies	Hematologic Malignancies	2747 - Sydney - Nepean Hospital-Nepean Cancer Care Centre ( Site 0204); 3128 - Box Hill - Box Hill Hospital ( Site 0203); 6009 - Nedlands - Sir Charles Gairdner Hospital ( Site 0200)	https://clinicaltrials.gov/ct2/show/NCT04728893
NCT04736706	MK-6482-012	Phase 3	Recruiting	WA, SA, NSW, VIC	29/01/2021		Belzutifan; Belzutifan + Lenvatinib + Pembrolizumab; Lenvatinib; Lenvatinib + Pembrolizumab; Lenvatinib + Pembrolizumab + Quavonlimab; Pembrolizumab; Quavonlimab	VEGF_inhibitor + anti-CTLA-4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; VEGF_inhibitor; HIF2a_inhibitor; anti-CTLA-4_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; HIF2a_inhibitor + VEGF_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Belzutifan + Lenvatinib + Pembrolizumab; Lenvatinib + Pembrolizumab; Lenvatinib + Pembrolizumab + Quavonlimab; Belzutifan + Lenvatinib + Pembrolizumab; Lenvatinib + Pembrolizumab; Lenvatinib + Pembrolizumab + Quavonlimab	HIF2a_inhibitor + VEGF_inhibitor + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-CTLA-4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody; HIF2a_inhibitor + VEGF_inhibitor + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-CTLA-4_monoclonal_antibody + anti-PD-1_monoclonal_antibody; VEGF_inhibitor + anti-PD-1_monoclonal_antibody	MK-6482-012; jRCT2031210435; PHRR210911-003887; 2020-002216-52	An Open-label, Randomized Phase 3 Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination With Belzutifan (MK-6482) and Lenvatinib (MK-7902), or MK-1308A in Combination With Lenvatinib, Versus Pembrolizumab and Lenvatinib, as First-Line Treatment in Participants With Advanced Clear Cell Renal Cell Carcinoma (ccRCC)	Carcinoma, Renal Cell	2109 - Macquarie University - Macquarie University ( Site 4007) - (Active, not recruiting); 2170 - Liverpool - Liverpool Hospital ( Site 4006) - (Active, not recruiting); 3168 - Clayton - Monash Health ( Site 4008) - (Active, not recruiting); 5112 - Elizabeth Vale - Lyell McEwin Hospital ( Site 4004); 6150 - Murdock - Fiona Stanley Hospital ( Site 4009)	https://clinicaltrials.gov/ct2/show/NCT04736706
NCT04737122	NCT04737122	Phase 1	Recruiting	NSW	02/02/2021		LM-061; LM-061 + Toripalimab; Toripalimab	MET/VEGFR2/FLT3_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; MET/VEGFR2/FLT3_inhibitor	LM-061; LM-061 + Toripalimab; LM-061 + Toripalimab	MET/VEGFR2/FLT3_inhibitor; MET/VEGFR2/FLT3_inhibitor + anti-PD-1_monoclonal_antibody; MET/VEGFR2/FLT3_inhibitor + anti-PD-1_monoclonal_antibody		A Phase I, First-in-Human, Open-Label, Dose Escalation Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of LM-061 Tablet in Subjects With Advanced Tumors	Advanced Tumours	2217 - Kogarah - St George Private Hospital	https://clinicaltrials.gov/ct2/show/NCT04737122
NCT04739670	BELLA	Phase 2	Recruiting	VIC	01/02/2021		Atezolizumab; Atezolizumab + Bevacizumab + Carboplatin + Gemcitabine; Bevacizumab; Carboplatin; Gemcitabine	anti-PD-L1_monoclonal_antibody; antimetabolite; platinum-based_antineoplastic_agent; anti-VEGF_monoclonal_antibody; gemcitabine; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent	Atezolizumab + Bevacizumab + Carboplatin + Gemcitabine; Atezolizumab + Bevacizumab + Carboplatin + Gemcitabine	anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; gemcitabine		A Single Arm Phase II Trial Evaluating the Efficacy and Safety of Bevacizumab, Carboplatin, Gemcitabine and Atezolizumab in Early Relapsing Metastatic Triple Negative Breast Cancer	Metastatic Triple Negative Breast Cancer	Melbourne - Monash Health; Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT04739670
NCT04740918	KATE3	Phase 3	Recruiting	QLD, VIC, NSW	03/02/2021		Atezolizumab; Atezolizumab + Trastuzumab Emtansine; Pertuzumab; Placebo; Trastuzumab; Trastuzumab Emtansine	anti-PD-L1_monoclonal_antibody; anti-ERBB2_monoclonal_antibody,dimerization_inhibitor; anti-ERBB2_antibody-drug_conjugate; placebo; anti-ERBB2_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody	Atezolizumab + Trastuzumab Emtansine; Atezolizumab + Trastuzumab Emtansine; Pertuzumab; Placebo	anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody; anti-ERBB2_monoclonal_antibody; anti-ERBB2_monoclonal_antibody,dimerization_inhibitor; placebo	2020-002818-41	A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase III Study of the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Placebo in Patients With HER2-Positive and PD-L1-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab- (+/- Pertuzumab) and Taxane-Based Therapy (KATE3)	Metastatic Breast Cancer	2065 - St. Leonards - Royal North Shore Hospital; Oncology - (Active, not recruiting); 2290 - Gateshead - Lake Macquarie Private Hospital - (Active, not recruiting); 3021 - St Albans - Sunshine Hospital - (Active, not recruiting); 3051 - North Melbourne - Peter MacCallum Cancer Center - (Active, not recruiting); 4102 - Woolloongabba - Princess Alexandra Hospital - (Active, not recruiting)	https://clinicaltrials.gov/ct2/show/NCT04740918
NCT04746924	BGB-A317-A1217-302	Phase 3	Recruiting	QLD	05/02/2021		Ociperlimab; Ociperlimab + Tislelizumab; Pembrolizumab; Placebo; Tislelizumab	placebo; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Ociperlimab + Tislelizumab; Pembrolizumab; Tislelizumab; Ociperlimab + Tislelizumab; Placebo	anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; placebo	BGB-A317-A1217-302	A Phase 3, Randomized, Double-Blind Study of Ociperlimab, an Anti-TIGIT Antibody, in Combination With Tislelizumab Compared to Pembrolizumab in Patients With Previously Untreated, PD-L1-Selected, and Locally Advanced, Unresectable, or Metastatic Non-Small Cell Lung Cancer	Non-small Cell Lung Cancer; NSCLC	4101 - South Brisbane - Mater Cancer Care Centre	https://clinicaltrials.gov/ct2/show/NCT04746924
NCT04771130	2021-003285-12	Phase 1/Phase 2	Recruiting	VIC, NZ, NSW, WA, QLD	23/02/2021		Azacitidine; Azacitidine + BGB-11417; Azacitidine + BGB-11417 + Posaconazole; BGB-11417; Posaconazole	antimetabolite; azole_antifungal; DNA_methyltransferase_inhibitor; BCL2_inhibitor + DNA_methyltransferase_inhibitor; BCL2_inhibitor + antimetabolite; BCL2_inhibitor + DNA_methyltransferase_inhibitor + azole_antifungal; BCL2_inhibitor; BCL2_inhibitor + antimetabolite + azole_antifungal	Azacitidine + BGB-11417; Azacitidine + BGB-11417 + Posaconazole; BGB-11417; Azacitidine + BGB-11417; Azacitidine + BGB-11417 + Posaconazole	BCL2_inhibitor; BCL2_inhibitor + DNA_methyltransferase_inhibitor; BCL2_inhibitor + DNA_methyltransferase_inhibitor + azole_antifungal; BCL2_inhibitor + antimetabolite; BCL2_inhibitor + antimetabolite + azole_antifungal; BCL2_inhibitor + DNA_methyltransferase_inhibitor; BCL2_inhibitor + DNA_methyltransferase_inhibitor + azole_antifungal; BCL2_inhibitor + antimetabolite; BCL2_inhibitor + antimetabolite + azole_antifungal	2021-003285-12	A Phase 1b/2, Open-Label, Dose Finding, and Expansion Study of the Bcl-2 Inhibitor BGB-11417 in Patients With Myeloid Malignancies	Acute Myeloid Leukemia; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasm	0622 - Takapuna - North Shore Hospital; 1640 - Auckland - Middlemore Hospital; 2139 - Concord - Concord Repatriation General Hospital; 2217 - Kogarah - St George Hospital; 2800 - Orange - Orange Health Hospital; 3004 - Melbourne - The Alfred Hospital; 3065 - Fitzroy - St Vincents Hospital Melbourne; 3084 - Heidelberg - Austin Health; 3168 - Clayton - Monash Health; 4215 - Southport - Gold Coast University Hospital; 4224 - Tugun - John Flynn Private Hospital; 6009 - Nedlands - Linear Clinical Research; 6009 - Nedlands - One Clinical Research; 6021 - Wellington - Wellington Regional Hospital (Ccdhb); 6150 - Murdoch - Fiona Stanley Hospital	https://clinicaltrials.gov/ct2/show/NCT04771130
NCT04786847	ProstACTSelect	Phase 1	Recruiting	NSW, WA, Gateshead	03/03/2021		177Lu-DOTA-rosopatamab	177Lu-PSMA-radioconjugate	177Lu-DOTA-rosopatamab	177Lu-PSMA-radioconjugate		A Phase 1 Safety, Tolerability, Biodistribution, Dosimetry and Efficacy Study of 177Lu-DOTA-TLX591 With Best Standard of Care in Patients With PSMA Expressing Metastatic Castration-resistant Prostate Cancer	Metastatic Prostate Cancer	2290 - Newcastle - GenesisCare Newcastle; 6009 - Perth - Diagnostic Nuclear Imaging at Hollywood Private Hospital; 6150 - Perth - GenesisCare SJOg Medical Centre,Murdoch	https://clinicaltrials.gov/ct2/show/NCT04786847
NCT04789096	TUGETHER	Phase 2	Recruiting	QLD, NSW, SA, VIC, TAS	07/03/2021		Capecitabine; Pembrolizumab; Trastuzumab; Tucatinib	ERBB2_inhibitor,third_generation; anti-ERBB2_monoclonal_antibody; antimetabolite; anti-PD-1_monoclonal_antibody	Capecitabine; Pembrolizumab; Trastuzumab; Tucatinib	ERBB2_inhibitor,third_generation; anti-ERBB2_monoclonal_antibody; anti-PD-1_monoclonal_antibody; antimetabolite		A Phase II, Two-arm, Non-comparative, Multicentre Study of Tucatinib (ONT-380), Pembrolizumab and Trastuzumab in Patients With Pre-treated Advanced HER2-positive Breast Cancer	Breast Cancer; HER2-positive Breast Cancer	2031 - Randwick - Prince of Wales Hospital - (Not yet recruiting); 2109 - Macquarie Park - Macquarie University; 2145 - Westmead - Westmead Hospital - (Not yet recruiting); 2250 - Gosford - Gosford Hospital - (Not yet recruiting); 2310 - Waratah - Calvary Mater Newcastle; 2450 - Coffs Harbour - Coffs Harbour Health Campus - (Not yet recruiting); 2640 - Albury - Border Medical Oncology - (Not yet recruiting); 2747 - Kingswood - Nepean Cancer Care Centre - (Not yet recruiting); 3002 - Parkville - Peter MacCallum Cancer Centre; 3021 - St Albans - Sunshine Hospital; 3084 - Heidelberg - Austin Hospital - (Not yet recruiting); 3121 - Richmond - Epworth Richmond Hospital - (Not yet recruiting); 3350 - Ballarat - Ballarat Health Services (Grampians Health) - (Not yet recruiting); 4575 - Birtinya - Sunshine Coast University Hospital - (Not yet recruiting); 5000 - Adelaide - Royal Adelaide Hospital - (Not yet recruiting); 7000 - Hobart - Icon Cancer Centre Hobart - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT04789096
NCT04793958	KRYSTAL-10	Phase 3	Recruiting	SA, NSW, VIC, ACT	08/03/2021		Adagrasib; Adagrasib + Cetuximab; Cetuximab	KRAS_G12C_inhibitor + anti-EGFR_monoclonal_antibody; KRAS_G12C_inhibitor; anti-EGFR_monoclonal_antibody	Adagrasib + Cetuximab; Adagrasib + Cetuximab	KRAS_G12C_inhibitor + anti-EGFR_monoclonal_antibody; KRAS_G12C_inhibitor + anti-EGFR_monoclonal_antibody	KRYSTAL-10	A Randomized Phase 3 Study of MRTX849 in Combination With Cetuximab Versus Chemotherapy in Patients With Advanced Colorectal Cancer With KRAS G12C Mutation With Disease Progression On or After Standard First-Line Therapy	Advanced Colorectal Cancer; Metastatic Colorectal Cancer	2298 - Waratah - Research Site; 2605 - Garran - Research Site; 3004 - Melbourne - Research Site; 3084 - Heidelberg - Research Site; 3168 - Clayton - Research Site; 5042 - Bedford Park - Research Site	https://clinicaltrials.gov/ct2/show/NCT04793958
NCT04799054	transcendIT-101	Phase 1/Phase 2	Recruiting	NSW, VIC	11/03/2021		Pembrolizumab; Pembrolizumab + TransCon TLR7/8 agonist; TransCon TLR7/8 agonist	TLR7/8_agonist + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; TLR7/8_agonist	Pembrolizumab + TransCon TLR7/8 agonist; TransCon TLR7/8 agonist; Pembrolizumab + TransCon TLR7/8 agonist	TLR7/8_agonist; TLR7/8_agonist + anti-PD-1_monoclonal_antibody; TLR7/8_agonist + anti-PD-1_monoclonal_antibody	transcendIT-101	Phase 1/2, Open-label, Dose Escalation and Dose Expansion Study of TransCon TLR7/8 Agonist Alone or in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic Solid Tumor Malignancies	Advanced Solid Tumor; Locally Advanced Solid Tumor; Metastatic Solid Tumor; Head and Neck Squamous Cell Carcinoma HNSCC; HPV-associated Cancers; Neoadjuvant Melanoma; Neoadjuvant Cutaneous Squamous Cell Carcinoma (cSCC)	2500 - Wollongong - Ascendis Pharma Investigational Site; 3168 - Clayton - Ascendis Pharma Investigational Site; 3199 - Frankston - Ascendis Pharma Investigational Site	https://clinicaltrials.gov/ct2/show/NCT04799054
NCT04801095	NCT04801095	Phase 1	Recruiting	WA, VIC	14/03/2021		WM-S1-030	mutant_receptor_tyrosine_kinase_inhibitor	WM-S1-030	mutant_receptor_tyrosine_kinase_inhibitor		A Phase I, Open-label, Multicenter, Dose-escalation and Dose-expansion Study to Investigate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of WM-S1-030 in Patients With Advanced Solid Tumors	Advanced Solid Tumor; Metastatic Solid Tumor; Colorectal Cancer; Lung Cancer; Pancreatic Cancer; Cholangiocarcinoma; Head and Neck Cancer	3084 - Heidelberg - Austin Hospital; 3168 - Clayton - Monash Medical Center; 6009 - Nedlands - Linear Clinical Research Limited	https://clinicaltrials.gov/ct2/show/NCT04801095
NCT04802759	2020-004889-19	Phase 1/Phase 2	Recruiting	WA, VIC, SA	16/03/2021		Abemaciclib; Abemaciclib + Atezolizumab + Giredestrant; Abemaciclib + Giredestrant; Atezolizumab; Atezolizumab + Giredestrant; Everolimus; Everolimus + Giredestrant; Giredestrant; Giredestrant + Inavolisib; Giredestrant + Ipatasertib; Giredestrant + Palbociclib; Giredestrant + Ribociclib; Giredestrant + Samuraciclib; Inavolisib; Ipatasertib; Palbociclib; Ribociclib; Samuraciclib	CDK7_inhibitor; CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; MTORC1_inhibitor + selective_estrogen_receptor_degrader; CDK7_inhibitor + selective_estrogen_receptor_degrader; pan-AKT_inhibitor + selective_estrogen_receptor_degrader; anti-PD-L1_monoclonal_antibody; PI3K_inhibitor + selective_estrogen_receptor_degrader; MTORC1_inhibitor; PI3K_inhibitor; selective_estrogen_receptor_degrader; pan-AKT_inhibitor; CDK4/6_inhibitor	Abemaciclib + Atezolizumab + Giredestrant; Abemaciclib + Giredestrant; Atezolizumab + Giredestrant; Everolimus + Giredestrant; Giredestrant; Giredestrant + Inavolisib; Giredestrant + Ipatasertib; Giredestrant + Palbociclib; Giredestrant + Ribociclib; Giredestrant + Samuraciclib; Abemaciclib + Atezolizumab + Giredestrant; Abemaciclib + Giredestrant; Atezolizumab + Giredestrant; Everolimus + Giredestrant; Giredestrant + Inavolisib; Giredestrant + Ipatasertib; Giredestrant + Palbociclib; Giredestrant + Ribociclib; Giredestrant + Samuraciclib	CDK4/6_inhibitor + anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK7_inhibitor + selective_estrogen_receptor_degrader; MTORC1_inhibitor + selective_estrogen_receptor_degrader; PI3K_inhibitor + selective_estrogen_receptor_degrader; anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; pan-AKT_inhibitor + selective_estrogen_receptor_degrader; selective_estrogen_receptor_degrader; CDK4/6_inhibitor + anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK7_inhibitor + selective_estrogen_receptor_degrader; MTORC1_inhibitor + selective_estrogen_receptor_degrader; PI3K_inhibitor + selective_estrogen_receptor_degrader; anti-PD-L1_monoclonal_antibody + selective_estrogen_receptor_degrader; pan-AKT_inhibitor + selective_estrogen_receptor_degrader	2020-004889-19	A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Breast Cancer (MORPHEUS- BREAST CANCER)	Inoperable, Locally Advanced or Metastatic, ER-positive Breast Cancer	3000 - Melbourne - Peter Maccallum Cancer Centre; 3199 - Frankston - Peninsula Health-Frankston Hospital; 5042 - Bedford Park - Flinders Medical Centre; 6009 - Nedlands - Linear Clinical Research Limited	https://clinicaltrials.gov/ct2/show/NCT04802759
NCT04807972	2020-005767-31	Phase 1/Phase 2	Recruiting	VIC	17/03/2021		ABBV-927; ABBV-927 + Budigalimab; Budigalimab	anti-CD40_agonist_antibody + anti-PD-1_monoclonal_antibody; anti-CD40_agonist_antibody; anti-PD-1_monoclonal_antibody	ABBV-927; ABBV-927 + Budigalimab; Budigalimab; ABBV-927 + Budigalimab	anti-CD40_agonist_antibody; anti-CD40_agonist_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-CD40_agonist_antibody + anti-PD-1_monoclonal_antibody	2020-005767-31	A Phase 1b/2, Randomized, Controlled, Open-Label Study Evaluating the Safety and Efficacy of ABBV-927 Administered in Combination With Modified FOLFIRINOX (mFFX) With or Without Budigalimab Compared to mFFX in Subjects With Untreated Metastatic Pancreatic Adenocarcinoma	Pancreatic Cancer	3084 - Heidelberg - Austin Health /ID# 231378; 3168 - Clayton - Monash Medical Centre /ID# 231379	https://clinicaltrials.gov/ct2/show/NCT04807972
NCT04811027	TACTI-003	Phase 2	Recruiting	NSW	19/03/2021		Eftilagimod Alpha; Pembrolizumab	T-cell_immunostimulatory_factor; anti-PD-1_monoclonal_antibody	Eftilagimod Alpha; Pembrolizumab	T-cell_immunostimulatory_factor; anti-PD-1_monoclonal_antibody	Keynote- PNC-34	TACTI-003 (Two ACTive Immunotherapeutics): A Multicenter, Open Label, Randomized, Phase II Trial to Investigate a Soluble LAG-3 Fusion Protein, Eftilagimod Alpha (Efti; IMP321) in Combination With Pembrolizumab (PD-1 Antagonist) for First Line Treatment of Subjects With Unresectable Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (HNSCC)	HNSCC	2109 - Macquarie Park - Macquarie University Hospital - (Completed); 2640 - East Albury - Border Medical Oncology Research Unit - (Withdrawn); NSW 2050 - Camperdown - Chris O'Brian Lifehouse - (Withdrawn)	https://clinicaltrials.gov/ct2/show/NCT04811027
NCT04814108	NCT04814108	Phase 2	Recruiting	VIC, NSW, SA, WA	22/03/2021		ZN-C3	WEE1_inhibitor	ZN-C3	WEE1_inhibitor		A Phase 2 Open-Label, Multicenter Study to Evaluate Efficacy and Safety of ZN-c3 in Adult Women With Recurrent or Persistent Uterine Serous Carcinoma	Uterine Serous Carcinoma	2065 - St Leonards - Site 2703; 2139 - Concord - Site 2705; 3000 - Melbourne - Site 2704; 3144 - Malvern - Site 2706; 6009 - Nedlands - Site 2701; 6065 - Toorak Gardens - Site 2702	https://clinicaltrials.gov/ct2/show/NCT04814108
NCT04814875	NCT04814875	Phase 1/Phase 2	Recruiting	QLD, WA, VIC, NSW	23/03/2021		ATX-101; ATX-101 + Carboplatin + Pegylated liposomal doxorubicin; Carboplatin; Pegylated liposomal doxorubicin	cell_penetrating_peptide,PCNA-targeting; anthracycline; platinum-based_antineoplastic_agent; anthracycline + cell_penetrating_peptide,PCNA-targeting + platinum-based_antineoplastic_agent	ATX-101 + Carboplatin + Pegylated liposomal doxorubicin; ATX-101 + Carboplatin + Pegylated liposomal doxorubicin	anthracycline + cell_penetrating_peptide,PCNA-targeting + platinum-based_antineoplastic_agent; anthracycline + cell_penetrating_peptide,PCNA-targeting + platinum-based_antineoplastic_agent		Phase 1b/2a Study Investigating ATX-101 in Combination With Platinum-based Chemotherapy in Platinum-sensitive, Recurrent Ovarian, Fallopian Tube and Primary Peritoneal Cancer	Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Carcinoma; High Grade Serious or Endometrioid Carcinoma of the Ovary, Fallopian Tube, or Primary Peritoneal Cancer	2148 - Blacktown - Blacktown Hospital; 3144 - Malvern - Cabrini Hospital; 3199 - Frankston - Peninsula and Southeast Oncology; 4101 - South Brisbane - Mater Misericordiae Limited - (Not yet recruiting); 6008 - Subiaco - St John of God Hospital; 6009 - Nedlands - Sir Charles Gairdner Hospital	https://clinicaltrials.gov/ct2/show/NCT04814875
NCT04819100	LIBRETTO-432	Phase 3	Recruiting	QLD, NSW, VIC	25/03/2021		Placebo; Selpercatinib	placebo; RET_inhibitor	Selpercatinib; Placebo	RET_inhibitor; placebo	J2G-MC-JZJX; 2020-005191-35	LIBRETTO-432: A Placebo-controlled Double-Blinded Randomized Phase 3 Study of Adjuvant Selpercatinib Following Definitive Locoregional Treatment in Participants With Stage IB-IIIA RET Fusion-Positive NSCLC	Carcinoma, Non-Small-Cell Lung	2640 - Albury - Border Medical Oncology; 3280 - Warrambool - South West Healthcare; 3350 - Ballarat - Grampians Health; 3550 - Bendigo - Bendigo Health; 3630 - Shepparton - Goulburn Valley Health; 4575 - Birtinya - Sunshine Coast University Hospital; 4700 - Rockhampton - Rockhampton Hospital; 4814 - Townsville - The Townsville Hospital	https://clinicaltrials.gov/ct2/show/NCT04819100
NCT04822961	NCT04822961	Phase 2	Not yet recruiting	VIC, NSW, QLD	26/03/2021		Docetaxel; Placebo; Senaparib	placebo; taxane; PARP_inhibitor	Senaparib; Docetaxel; Placebo	PARP_inhibitor; placebo; taxane		A Randomized, Double-Blinded, Placebo-Controlled, Multicenter, Phase II Study to Evaluate Senaparib in mCRPC Patients With Homologous Recombination Repair Gene Alterations After Docetaxel Treatment	mCRPC	Brisbane - Princess Alexandra Hospital; Melbourne - Cabrini Hospital; Sydney - Macquarie University Hospital; Tugun - John Flynn Hospital	https://clinicaltrials.gov/ct2/show/NCT04822961
NCT04829604	NCT04829604	Phase 2	Recruiting	QLD, VIC, WA	01/04/2021		ARX788; Trastuzumab Deruxtecan	anti-ERBB2_antibody-drug_conjugate	ARX788; Trastuzumab Deruxtecan	anti-ERBB2_antibody-drug_conjugate		A Global, Phase 2 Study of ARX788 in HER2-positive Metastatic Breast Cancer Patients Who Were Previously Treated With T-DXd	HER2 Positive Metastatic Breast Cancer	3135 - Ringwood East - Research Site - (Withdrawn); 3168 - Clayton - Research Site - (Withdrawn); 3199 - Frankston - Research Site - (Active, not recruiting); 3220 - Geelong - University Hospital Geelong - (Active, not recruiting); 4101 - South Brisbane - Research Site - (Withdrawn); 4102 - Woolloongabba - Research Site - (Withdrawn); 6009 - Nedlands - Research Site - (Active, not recruiting); Melbourne - Research Site - (Withdrawn)	https://clinicaltrials.gov/ct2/show/NCT04829604
NCT04830124	ARTISTRY-6	Phase 2	Recruiting	SA, NSW, QLD	01/04/2021		Nemvaleukin alfa	IL-2_fusion_protein	Nemvaleukin alfa	IL-2_fusion_protein		A Phase 2, Open Label, Multicenter, Cohort Study of Nemvaleukin Alfa (ALKS 4230) Monotherapy in Patients With Advanced Cutaneous Melanoma or Advanced Mucosal Melanoma Who Have Previously Received Anti-PD-[L]-1 Therapy - ARTISTRY-6	Cutaneous Melanoma; Mucosal Melanoma	2298 - Waratah - Alkermes Investigator Site; 4224 - Tugun - Alkermes Investigator Site; 5011 - Woodville - Alkermes Investigator Site	https://clinicaltrials.gov/ct2/show/NCT04830124
NCT04835805	2020-003674-41	Phase 1	Recruiting	VIC, NSW, WA	06/04/2021		Belvarafenib; Belvarafenib + Cobimetinib; Belvarafenib + Cobimetinib + Nivolumab; Cobimetinib; Nivolumab	MEK_inhibitor + pan-RAF_inhibitor; MEK_inhibitor; pan-RAF_inhibitor; anti-PD-1_monoclonal_antibody; MEK_inhibitor + anti-PD-1_monoclonal_antibody + pan-RAF_inhibitor	Belvarafenib; Belvarafenib + Cobimetinib; Belvarafenib + Cobimetinib + Nivolumab; Belvarafenib + Cobimetinib; Belvarafenib + Cobimetinib + Nivolumab	MEK_inhibitor + anti-PD-1_monoclonal_antibody + pan-RAF_inhibitor; MEK_inhibitor + pan-RAF_inhibitor; pan-RAF_inhibitor; MEK_inhibitor + anti-PD-1_monoclonal_antibody + pan-RAF_inhibitor; MEK_inhibitor + pan-RAF_inhibitor	2020-003674-41	A Phase Ib, Open-Label, Multicenter Study to Evaluate the Safety, Pharmacokinetics, and Activity of Belvarafenib as a Single Agent and in Combination With Either Cobimetinib or Cobimetinib Plus Nivolumab in Patients With NRAS-Mutant Advanced Melanoma Who Have Received Anti-PD-1/PD-L1 Therapy	Melanoma	2298 - Waratah - Calvary Mater Newcastle; 3000 - Melbourne - Peter MacCallum Cancer Centre-East Melbourne; 6009 - Nedlands - Linear Clinical Research Ltd	https://clinicaltrials.gov/ct2/show/NCT04835805
NCT04844073	NCT04844073	Phase 1/Phase 2	Recruiting	NSW, SA, VIC	13/04/2021		MVC-101	bispecific_T_cell_engager_targeting_EGFR	MVC-101	bispecific_T_cell_engager_targeting_EGFR		A Phase 1/2, First-in-Human, Open-Label, Dose-Escalation Study of TAK-186 (Also Known as MVC-101), An EGFR x CD3 COnditional Bispecific Redirected Activation (COBRA) Protein in Patients With Unresectable Locally Advanced or Metastatic Cancer	Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC); Colorectal Cancer	2031 - Randwick - Scientia Clinical Research Limited, Corner High &amp; Avoca Street, 5th Floor, Bright Building; 3084 - Heidelberg - Austin Hospital, 145 Studley Road, Intensive Care Unit; 3168 - Clayton - Monash Health, Monash Medical Center, 246 Clayton Road; 5042 - Bedford Park - Southern Oncology Clinical Research Unit, 1 Flinders Drive	https://clinicaltrials.gov/ct2/show/NCT04844073
